Animal,Parmfile,HR,Probe HR,FAR,Number of Probe Targets,Number of Targets,Number of References,Probe DI (%),DI (%),Probe RT (s),Difficulty,zprobeHR,zHR,zFAR,d prime,probe d prime,Criterion
Babybell,Babybell_2017_03_13_PTD_4.m,0.86,0.9,0.21,10,49,71,0.84,0.83,0.46,Hard,1.281551566,1.080319341,-0.806421247,1.886740588,2.087972813,-0.136949047
Babybell,Babybell_2017_03_13_PTD_5.m,0.67,0.4,0.26,10,51,73,0.5,0.63,0.47,Easy,-0.253347103,0.439913166,-0.643345405,1.083258571,0.389998302,0.10171612
Babybell,Babybell_2017_03_13_PTD_6.m,0.85,0.9,0.28,10,54,89,0.79,0.8,0.73,Hard,1.281551566,1.036433389,-0.582841507,1.619274897,1.864393073,-0.226795941
Babybell,Babybell_2017_03_13_PTD_7.m,0.71,0.6,0.22,10,52,87,0.64,0.69,0.63,Easy,0.253347103,0.55338472,-0.772193214,1.325577934,1.025540317,0.109404247
Babybell,Babybell_2017_03_14_PTD_2.m,0.94,0.95,0.39,10,48,114,0.84,0.8,0.3,Hard,1.644853627,1.554773595,-0.279319034,1.834092629,1.924172661,-0.63772728
Babybell,Babybell_2017_03_14_PTD_3.m,0.99,0.95,0.28,10,48,80,0.9,0.9,0.21,Easy,1.644853627,2.326347874,-0.582841507,2.909189381,2.227695134,-0.871753183
Babybell,Babybell_2017_03_14_PTD_4.m,0.98,0.95,0.25,10,52,88,0.88,0.85,0.24,Easy,1.644853627,2.053748911,-0.67448975,2.728238661,2.319343377,-0.68962958
Babybell,Babybell_2017_03_15_PTD_2.m,0.72,0.7,0.24,10,50,90,0.7,0.73,0.72,Hard,0.524400513,0.582841507,-0.706302563,1.28914407,1.230703076,0.061730528
Babybell,Babybell_2017_03_15_PTD_3.m,0.92,0.95,0.3,10,50,83,0.77,0.77,0.66,Easy,1.644853627,1.40507156,-0.524400513,1.929472073,2.16925414,-0.440335524
Babybell,Babybell_2017_03_15_PTD_4.m,0.65,0.91,0.23,11,52,94,0.84,0.71,0.49,Hard,1.340755034,0.385320466,-0.738846849,1.124167316,2.079601883,0.176763191
Babybell,Babybell_2017_03_15_PTD_5.m,0.94,0.9,0.24,10,53,86,0.82,0.79,0.43,Easy,1.281551566,1.554773595,-0.706302563,2.261076157,1.987854128,-0.424235516
Babybell,bbl046a05_a_PTD.m,0.79,0.92,0.36,6,28,50,0.79,0.65,0.52,Easy,1.40507156,0.806421247,-0.358458793,1.16488004,1.763530354,-0.223981227
Babybell,bbl049d05_a_PTD.m,0.9,0.93,0.34,7,31,67,0.88,0.87,0.39,Hard,1.475791028,1.281551566,-0.412463129,1.694014695,1.888254158,-0.434544218
Babybell,Babybell_2017_03_21_PTD_2.m,0.73,0.83,0.36,12,63,135,0.76,0.77,0.3,Hard,0.954165253,0.612812991,-0.358458793,0.971271784,1.312624046,-0.127177099
Babybell,Babybell_2017_03_21_PTD_3.m,0.88,0.96,0.3,14,68,125,0.87,0.76,0.4,Easy,1.750686071,1.174986792,-0.524400513,1.699387305,2.275086584,-0.32529314
Babybell,Babybell_2017_03_21_PTD_4.m,0.89,0.88,0.26,8,36,58,0.79,0.85,0.37,Hard,1.174986792,1.22652812,-0.643345405,1.869873525,1.818332197,-0.291591357
Babybell,Babybell_2017_03_22_PTD_2.m,0.96,0.95,0.31,10,50,89,0.91,0.88,0.32,Hard,1.644853627,1.750686071,-0.495850347,2.246536419,2.140703974,-0.627417862
Babybell,Babybell_2017_03_22_PTD_3.m,0.98,0.95,0.32,10,51,100,0.85,0.85,0.38,Easy,1.644853627,2.053748911,-0.467698799,2.52144771,2.112552426,-0.793025056
Babybell,Babybell_2017_03_22_PTD_4.m,0.52,0.6,0.29,10,52,89,0.65,0.59,0.51,Hard,0.253347103,0.050153583,-0.55338472,0.603538303,0.806731823,0.251615568
Babybell,Babybell_2017_03_22_PTD_5.m,0.63,0.38,0.2,8,46,79,0.53,0.64,0.36,Easy,-0.305480788,0.331853346,-0.841621234,1.17347458,0.536140445,0.254883944
Babybell,Babybell_2017_03_23_PTD_2.m,0.99,0.95,0.31,10,50,85,0.84,0.83,0.33,Easy,1.644853627,2.326347874,-0.495850347,2.822198221,2.140703974,-0.915248763
Babybell,Babybell_2017_03_23_PTD_3.m,0.84,0.91,0.28,11,56,103,0.82,0.8,0.35,Hard,1.340755034,0.994457883,-0.582841507,1.57729939,1.923596541,-0.205808188
Babybell,Babybell_2017_03_23_PTD_4.m,0.56,0.5,0.27,10,50,83,0.55,0.58,0.63,Easy,0,0.150969215,-0.612812991,0.763782207,0.612812991,0.230921888
Babybell,Babybell_2017_03_23_PTD_5.m,0.73,0.5,0.3,8,41,79,0.55,0.73,0.48,Hard,0,0.612812991,-0.524400513,1.137213504,0.524400513,-0.044206239
Babybell,bbl050c03_a_PTD.m,0.83,0.91,0.21,11,54,82,0.8,0.64,0.73,Easy,1.340755034,0.954165253,-0.806421247,1.7605865,2.147176281,-0.073872003
Babybell,bbl050d03_a_PTD.m,0.9,0.95,0.36,10,50,98,0.83,0.8,0.49,Hard,1.644853627,1.281551566,-0.358458793,1.640010359,2.00331242,-0.461546386
Babybell,bbl050d04_a_PTD.m,0.91,0.95,0.26,11,53,80,0.88,0.78,0.5,Easy,1.644853627,1.340755034,-0.643345405,1.984100439,2.288199032,-0.348704814
Babybell,bbl051a03_a_PTD.m,0.62,0.62,0.24,13,63,91,0.67,0.6,0.57,Easy,0.305480788,0.305480788,-0.706302563,1.011783351,1.011783351,0.200410887
Babybell,bbl051b04_a_PTD.m,0.74,0.8,0.17,5,27,35,0.77,0.69,0.42,Easy,0.841621234,0.643345405,-0.954165253,1.597510659,1.795786487,0.155409924
Babybell,bbl052b03_a_PTD.m,0.43,0.44,0.13,9,42,47,0.62,0.67,0.54,Hard,-0.150969215,-0.176374165,-1.126391129,0.950016964,0.975421914,0.651382647
Babybell,bbl052c04_a_PTD.m,0.81,0.83,0.19,6,32,48,0.79,0.77,0.59,Easy,0.954165253,0.877896295,-0.877896295,1.75579259,1.832061548,-5.55112E-17
Babybell,bbl052c07_a_PTD.m,0.58,0.33,0.14,6,31,36,0.55,0.71,0.74,Easy,-0.439913166,0.201893479,-1.080319341,1.28221282,0.640406175,0.439212931
Babybell,bbl052e03_a_PTD.m,0.75,0.5,0.12,2,16,24,0.59,0.81,0.59,Easy,0,0.67448975,-1.174986792,1.849476542,1.174986792,0.250248521
Babybell,Babybell_2017_03_29_PTD_2.m,0.98,0.95,0.33,10,50,95,0.83,0.84,0.38,Hard,1.644853627,2.053748911,-0.439913166,2.493662076,2.084766793,-0.806917872
Babybell,Babybell_2017_03_29_PTD_3.m,0.96,0.95,0.36,10,50,102,0.85,0.8,0.37,Easy,1.644853627,1.750686071,-0.358458793,2.109144865,2.00331242,-0.696113639
Babybell,Babybell_2017_03_29_PTD_4.m,0.85,0.91,0.36,11,53,107,0.78,0.77,0.42,Hard,1.340755034,1.036433389,-0.358458793,1.394892183,1.699213827,-0.338987298
Babybell,Babybell_2017_03_29_PTD_5.m,0.88,0.83,0.36,6,25,50,0.76,0.78,0.34,Easy,0.954165253,1.174986792,-0.358458793,1.533445585,1.312624046,-0.408263999
Babybell,Babybell_2017_03_29_PTD_6.m,0.73,0.73,0.37,11,52,102,0.64,0.66,0.49,Easy,0.612812991,0.612812991,-0.331853346,0.944666337,0.944666337,-0.140479822
Babybell,bbl053c03_a_PTD.m,0.99,0.94,0.36,8,45,107,0.83,0.83,0.43,Easy,1.554773595,2.326347874,-0.358458793,2.684806667,1.913232388,-0.98394454
Babybell,bbl053c04_a_PTD.m,0.99,0.94,0.32,9,46,94,0.87,0.85,0.38,Hard,1.554773595,2.326347874,-0.467698799,2.794046673,2.022472394,-0.929324537
Babybell,bbl053c07_a_PTD.m,0.85,0.95,0.35,11,52,122,0.91,0.78,0.25,Hard,1.644853627,1.036433389,-0.385320466,1.421753856,2.030174093,-0.325556462
Babybell,bbl053c08_a_PTD.m,0.96,0.9,0.35,10,49,84,0.78,0.79,0.41,Easy,1.281551566,1.750686071,-0.385320466,2.136006538,1.666872032,-0.682682802
Babybell,bbl053d03_a_PTD.m,0.98,0.88,0.35,4,22,51,0.89,0.86,0.34,Hard,1.174986792,2.053748911,-0.385320466,2.439069377,1.560307258,-0.834214222
Babybell,bbl053e04_a_PTD.m,0.98,0.92,0.26,6,31,54,0.88,0.88,0.45,Easy,1.40507156,2.053748911,-0.643345405,2.697094316,2.048416966,-0.705201753
Babybell,bbl053i04_a_PTD.m,0.72,0.91,0.32,11,54,117,0.74,0.73,0.61,Hard,1.340755034,0.582841507,-0.467698799,1.050540306,1.808453833,-0.057571354
Babybell,Babybell_2017_03_31_PTD_2.m,0.99,0.95,0.35,10,48,101,0.84,0.84,0.35,Hard,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Babybell,Babybell_2017_03_31_PTD_3.m,0.99,0.94,0.36,8,39,81,0.82,0.83,0.38,Hard,1.554773595,2.326347874,-0.358458793,2.684806667,1.913232388,-0.98394454
Babybell,Babybell_2017_03_31_PTD_4.m,0.97,0.94,0.36,8,35,84,0.79,0.81,0.35,Hard,1.554773595,1.880793608,-0.358458793,2.239252401,1.913232388,-0.761167407
Babybell,Babybell_2017_04_03_PTD_3.m,0.96,0.95,0.22,10,50,78,0.96,0.86,0.31,Easy,1.644853627,1.750686071,-0.772193214,2.522879285,2.417046841,-0.489246429
Babybell,Babybell_2017_04_03_PTD_4.m,0.94,0.8,0.29,10,49,96,0.74,0.81,0.45,Hard,0.841621234,1.554773595,-0.55338472,2.108158314,1.395005953,-0.500694438
Babybell,Babybell_2017_04_03_PTD_5.m,0.83,0.91,0.28,11,53,79,0.74,0.74,0.7,Easy,1.340755034,0.954165253,-0.582841507,1.53700676,1.923596541,-0.185661873
Babybell,bbl054a03_a_PTD.m,0.59,0.38,0.22,13,64,81,0.53,0.66,0.49,Easy,-0.305480788,0.227544977,-0.772193214,0.999738191,0.466712426,0.272324119
Babybell,bbl054e03_a_PTD.m,0.96,0.83,0.24,3,13,21,0.97,0.95,0.48,Easy,0.954165253,1.750686071,-0.706302563,2.456988634,1.660467816,-0.522191754
Babybell,bbl054g03_a_PTD.m,0.82,0.75,0.22,12,55,102,0.74,0.8,0.42,Hard,0.67448975,0.915365088,-0.772193214,1.687558302,1.446682964,-0.071585937
Babybell,bbl054g04_a_PTD.m,0.98,0.95,0.16,10,48,62,0.94,0.9,0.41,Easy,1.644853627,2.053748911,-0.994457883,3.048206794,2.63931151,-0.529645514
Babybell,bbl054h03_a_PTD.m,0.71,0.83,0.15,6,31,40,0.85,0.75,0.5,Easy,0.954165253,0.55338472,-1.036433389,1.589818109,1.990598643,0.241524335
Babybell,bbl055c04_a_PTD.m,0.74,0.83,0.36,6,31,55,0.72,0.7,0.66,Hard,0.954165253,0.643345405,-0.358458793,1.001804199,1.312624046,-0.142443306
Babybell,bbl055d03_a_PTD.m,0.56,0.33,0.24,3,18,33,0.47,0.61,0.68,Easy,-0.439913166,0.150969215,-0.706302563,0.857271778,0.266389397,0.277666674
Babybell,Babybell_2017_04_06_PTD_2.m,0.99,0.95,0.36,10,51,105,0.93,0.89,0.34,Hard,1.644853627,2.326347874,-0.358458793,2.684806667,2.00331242,-0.98394454
Babybell,Babybell_2017_04_06_PTD_3.m,0.99,0.95,0.27,10,50,83,0.89,0.87,0.4,Easy,1.644853627,2.326347874,-0.612812991,2.939160865,2.257666618,-0.856767442
Babybell,Babybell_2017_04_06_PTD_5.m,0.8,0.82,0.34,11,54,117,0.74,0.7,0.39,Easy,0.915365088,0.841621234,-0.412463129,1.254084363,1.327828217,-0.214579052
Babybell,Babybell_2017_04_07_PTD_3.m,0.98,0.92,0.52,6,23,69,0.7,0.76,0.41,Easy,1.40507156,2.053748911,0.050153583,2.003595327,1.354917977,-1.051951247
Babybell,Babybell_2017_04_07_PTD_4.m,0.99,0.95,0.45,10,52,172,0.78,0.77,0.38,Hard,1.644853627,2.326347874,-0.125661347,2.452009221,1.770514974,-1.100343264
Babybell,Babybell_2017_04_07_PTD_6.m,0.88,0.82,0.29,11,52,89,0.75,0.75,0.62,Easy,0.915365088,1.174986792,-0.55338472,1.728371512,1.468749807,-0.310801036
Babybell,Babybell_2017_04_10_PTD_2.m,0.61,0.56,0.2,9,49,83,0.62,0.66,0.71,Easy,0.150969215,0.279319034,-0.841621234,1.120940268,0.992590449,0.2811511
Babybell,Babybell_2017_04_10_PTD_3.m,0.63,0.78,0.25,9,49,73,0.72,0.64,0.86,Hard,0.772193214,0.331853346,-0.67448975,1.006343097,1.446682964,0.171318202
Babybell,Babybell_2017_04_11_PTD_2.m,0.87,0.82,0.34,11,54,107,0.71,0.75,0.39,Easy,0.915365088,1.126391129,-0.412463129,1.538854258,1.327828217,-0.356964
Babybell,Babybell_2017_04_12_PTD_3.m,0.98,0.95,0.34,10,52,92,0.88,0.8,0.31,Easy,1.644853627,2.053748911,-0.412463129,2.46621204,2.057316756,-0.820642891
Babybell,Babybell_2017_04_12_PTD_4.m,0.8,0.9,0.27,10,51,83,0.82,0.78,0.38,Hard,1.281551566,0.841621234,-0.612812991,1.454434225,1.894364557,-0.114404121
Babybell,Babybell_2017_04_12_PTD_5.m,0.67,0.55,0.21,11,52,87,0.67,0.68,0.6,Easy,0.125661347,0.439913166,-0.806421247,1.246334413,0.932082594,0.183254041
Babybell,Babybell_2017_04_13_PTD_2.m,0.92,0.9,0.34,10,50,131,0.79,0.77,0.27,Hard,1.281551566,1.40507156,-0.412463129,1.81753469,1.694014695,-0.496304215
Babybell,Babybell_2017_04_13_PTD_3.m,0.99,0.95,0.34,10,50,90,0.91,0.86,0.22,Easy,1.644853627,2.326347874,-0.412463129,2.738811003,2.057316756,-0.956942372
Babybell,Babybell_2017_04_13_PTD_5.m,0.94,0.95,0.39,11,51,117,0.77,0.79,0.54,Hard,1.644853627,1.554773595,-0.279319034,1.834092629,1.924172661,-0.63772728
Babybell,Babybell_2017_04_13_PTD_6.m,0.88,0.8,0.38,10,50,102,0.73,0.71,0.39,Easy,0.841621234,1.174986792,-0.305480788,1.48046758,1.147102022,-0.434753002
Babybell,bbl057f03_a_PTD.m,0.74,0.94,0.32,9,46,82,0.83,0.74,0.5,Hard,1.554773595,0.643345405,-0.467698799,1.111044205,2.022472394,-0.087823303
Babybell,bbl057f04_a_PTD.m,0.78,0.9,0.23,10,46,74,0.81,0.73,0.43,Easy,1.281551566,0.772193214,-0.738846849,1.511040063,2.020398415,-0.016673183
Babybell,bbl057h03_a_PTD.m,0.87,0.82,0.24,11,54,83,0.73,0.78,0.69,Easy,0.915365088,1.126391129,-0.706302563,1.832693692,1.621667651,-0.210044283
Babybell,bbl057h06_a_PTD.m,0.81,0.88,0.12,4,16,26,0.93,0.75,0.61,Hard,1.174986792,0.877896295,-1.174986792,2.052883087,2.349973584,0.148545249
Babybell,Babybell_2017_04_19_PTD_1.m,0.94,0.95,0.37,10,52,105,0.81,0.8,0.3,Hard,1.644853627,1.554773595,-0.331853346,1.886626941,1.976706973,-0.611460124
Babybell,Babybell_2017_04_19_PTD_3.m,0.94,0.95,0.35,10,49,120,0.86,0.79,0.24,Easy,1.644853627,1.554773595,-0.385320466,1.940094061,2.030174093,-0.584726564
Babybell,Babybell_2017_04_19_PTD_4.m,0.98,0.95,0.37,10,50,109,0.86,0.81,0.28,Easy,1.644853627,2.053748911,-0.331853346,2.385602257,1.976706973,-0.860947782
Babybell,Babybell_2017_04_19_PTD_5.m,0.68,0.6,0.35,10,50,96,0.58,0.67,0.42,Hard,0.253347103,0.467698799,-0.385320466,0.853019266,0.63866757,-0.041189166
Babybell,Babybell_2017_04_20_PTD_1.m,0.67,0.8,0.23,10,49,73,0.7,0.67,0.81,Easy,0.841621234,0.439913166,-0.738846849,1.178760015,1.580468083,0.149466842
Babybell,Babybell_2017_04_20_PTD_3.m,0.96,0.95,0.39,10,46,85,0.82,0.77,0.34,Hard,1.644853627,1.750686071,-0.279319034,2.030005106,1.924172661,-0.735683518
Babybell,Babybell_2017_04_20_PTD_5.m,0.88,0.9,0.37,10,49,99,0.72,0.7,0.43,Hard,1.281551566,1.174986792,-0.331853346,1.506840139,1.613404912,-0.421566723
Babybell,bbl058c04_a_PTD.m,0.84,0.82,0.41,11,55,166,0.7,0.75,0.41,Hard,0.915365088,0.994457883,-0.227544977,1.22200286,1.142910064,-0.383456453
Babybell,bbl058c06_a_PTD.m,0.98,0.94,0.42,9,46,112,0.83,0.81,0.2,Easy,1.554773595,2.053748911,-0.201893479,2.25564239,1.756667074,-0.925927716
Babybell,bbl058c09_a_PTD.m,0.96,0.9,0.21,10,47,70,0.84,0.86,0.36,Easy,1.281551566,1.750686071,-0.806421247,2.557107318,2.087972813,-0.472132412
Babybell,bbl058c10_a_PTD.m,0.89,0.95,0.28,11,45,80,0.84,0.8,0.44,Hard,1.644853627,1.22652812,-0.582841507,1.809369627,2.227695134,-0.321843306
Babybell,bbl060b03_a_PTD.m,0.62,0.5,0.24,6,32,51,0.71,0.75,0.66,Hard,0,0.305480788,-0.706302563,1.011783351,0.706302563,0.200410887
Babybell,bbl060b04_a_PTD.m,0.73,0.5,0.29,2,11,17,0.47,0.57,0.44,Easy,0,0.612812991,-0.55338472,1.166197711,0.55338472,-0.029714136
Babybell,bbl060c03_a_PTD.m,0.98,0.92,0.24,6,29,41,0.84,0.86,0.53,Easy,1.40507156,2.053748911,-0.706302563,2.760051473,2.111374123,-0.673723174
Babybell,bbl060c06_a_PTD.m,0.98,0.92,0.18,6,30,44,0.93,0.94,0.46,Easy,1.40507156,2.053748911,-0.915365088,2.969113998,2.320436648,-0.569191911
Babybell,bbl060c07_a_PTD.m,0.96,0.95,0.22,10,47,72,0.9,0.82,0.37,Easy,1.644853627,1.750686071,-0.772193214,2.522879285,2.417046841,-0.489246429
Babybell,bbl060c09_a_PTD.m,0.94,0.95,0.31,10,50,99,0.82,0.8,0.42,Hard,1.644853627,1.554773595,-0.495850347,2.050623942,2.140703974,-0.529461624
Babybell,Babybell_2017_04_26_PTD_2.m,0.94,0.9,0.09,10,51,66,0.9,0.89,0.46,Easy,1.281551566,1.554773595,-1.340755034,2.895528628,2.622306599,-0.10700928
Babybell,Babybell_2017_04_26_PTD_3.m,0.92,0.92,0.15,12,59,73,0.86,0.89,0.47,Hard,1.40507156,1.40507156,-1.036433389,2.44150495,2.44150495,-0.184319085
Babybell,Babybell_2017_04_26_PTD_4.m,0.85,0.9,0.1,10,52,69,0.85,0.78,0.71,Easy,1.281551566,1.036433389,-1.281551566,2.317984955,2.563103131,0.122559088
Babybell,bbl061a04_a_PTD.m,0.63,0.75,0.17,4,19,23,0.83,0.7,0.7,Hard,0.67448975,0.331853346,-0.954165253,1.2860186,1.628655003,0.311155953
Babybell,bbl061h03_a_PTD.m,0.67,0.57,0.22,7,33,49,0.71,0.64,0.54,Easy,0.176374165,0.439913166,-0.772193214,1.21210638,0.948567379,0.166140024
Babybell,bbl062c04_a_PTD.m,0.59,0.8,0.3,5,27,64,0.8,0.66,0.37,Easy,0.841621234,0.227544977,-0.524400513,0.751945489,1.366021746,0.148427768
Babybell,bbl062d03_a_PTD.m,0.75,0.75,0.08,2,12,12,0.96,0.87,0.72,Easy,0.67448975,0.67448975,-1.40507156,2.079561311,2.079561311,0.365290905
Babybell,bbl063c04_a_PTD.m,0.54,0.33,0.13,3,13,15,0.56,0.79,0.25,Easy,-0.439913166,0.100433721,-1.126391129,1.22682485,0.686477963,0.512978704
Babybell,Babybell_2017_05_17_PTD_1.m,0.92,0.92,0.32,6,36,68,0.83,0.79,0.44,Easy,1.40507156,1.40507156,-0.467698799,1.872770359,1.872770359,-0.468686381
Babybell,Babybell_2017_05_17_PTD_2.m,0.89,0.83,0.41,3,18,41,0.83,0.72,0.41,Easy,0.954165253,1.22652812,-0.227544977,1.454073097,1.18171023,-0.499491572
Babybell,bbl064b05_a_PTD.m,0.96,0.9,0.33,5,25,51,0.81,0.79,0.67,Easy,1.281551566,1.750686071,-0.439913166,2.190599237,1.721464731,-0.655386453
Babybell,bbl064g03_a_PTD.m,0.87,0.7,0.3,10,53,97,0.68,0.74,0.62,Easy,0.524400513,1.126391129,-0.524400513,1.650791642,1.048801025,-0.300995308
Babybell,bbl064g04_a_PTD.m,0.92,0.9,0.33,5,24,58,0.79,0.76,0.62,Hard,1.281551566,1.40507156,-0.439913166,1.844984726,1.721464731,-0.482579197
Babybell,Babybell_2017_05_17_PTD_3.m,0.79,0.9,0.34,10,52,121,0.79,0.66,0.7,Hard,1.281551566,0.806421247,-0.412463129,1.218884376,1.694014695,-0.196979059
Babybell,Babybell_2017_05_18_PTD_1.m,0.98,0.95,0.42,10,51,172,0.79,0.84,0.58,Hard,1.644853627,2.053748911,-0.201893479,2.25564239,1.846747106,-0.925927716
Babybell,Babybell_2017_05_18_PTD_3.m,0.98,0.95,0.26,10,52,84,0.87,0.86,0.47,Easy,1.644853627,2.053748911,-0.643345405,2.697094316,2.288199032,-0.705201753
Babybell,Babybell_2017_05_18_PTD_4.m,0.96,0.91,0.26,11,53,85,0.79,0.84,0.52,Hard,1.340755034,1.750686071,-0.643345405,2.394031477,1.984100439,-0.553670333
Babybell,Babybell_2017_05_18_PTD_6.m,0.83,0.91,0.22,11,59,81,0.87,0.77,0.51,Easy,1.340755034,0.954165253,-0.772193214,1.726358467,2.112948248,-0.090986019
Babybell,Babybell_2017_05_19_PTD_1.m,0.96,0.95,0.49,10,48,190,0.76,0.76,0.44,Hard,1.644853627,1.750686071,-0.025068908,1.77575498,1.669922535,-0.862808581
Babybell,Babybell_2017_05_19_PTD_2.m,0.9,0.83,0.4,12,59,140,0.78,0.81,0.22,Easy,0.954165253,1.281551566,-0.253347103,1.534898669,1.207512356,-0.514102231
Babybell,Babybell_2017_05_22_PTD_2.m,0.76,0.95,0.22,10,51,73,0.9,0.8,0.51,Hard,1.644853627,0.706302563,-0.772193214,1.478495777,2.417046841,0.032945326
Babybell,Babybell_2017_05_22_PTD_3.m,0.75,0.9,0.17,10,51,63,0.83,0.72,0.53,Easy,1.281551566,0.67448975,-0.954165253,1.628655003,2.235716819,0.139837751
Babybell,Babybell_2017_05_22_PTD_4.m,0.56,0.78,0.21,9,43,73,0.74,0.55,0.66,Easy,0.772193214,0.150969215,-0.806421247,0.957390463,1.578614461,0.327726016
Babybell,Babybell_2017_05_22_PTD_6.m,0.51,0.64,0.3,11,59,99,0.66,0.61,0.42,Hard,0.358458793,0.025068908,-0.524400513,0.549469421,0.882859306,0.249665802
Babybell,Babybell_2017_05_23_PTD_1.m,0.96,0.95,0.4,10,50,113,0.8,0.81,0.39,Hard,1.644853627,1.750686071,-0.253347103,2.004033174,1.89820073,-0.748669484
Babybell,Babybell_2017_05_23_PTD_2.m,0.76,0.73,0.28,11,54,90,0.67,0.66,0.56,Easy,0.612812991,0.706302563,-0.582841507,1.28914407,1.195654498,-0.061730528
Babybell,Babybell_2017_05_23_PTD_5.m,0.58,0.6,0.26,10,53,94,0.62,0.58,0.41,Easy,0.253347103,0.201893479,-0.643345405,0.845238885,0.896692509,0.220725963
Babybell,Babybell_2017_05_24_PTD_3.m,0.87,0.82,0.35,11,54,89,0.73,0.77,0.33,Easy,0.915365088,1.126391129,-0.385320466,1.511711595,1.300685554,-0.370535331
Babybell,Babybell_2017_05_25_PTD_2.m,0.98,0.9,0.41,10,50,137,0.77,0.82,0.18,Hard,1.281551566,2.053748911,-0.227544977,2.281293887,1.509096542,-0.913101967
Babybell,Babybell_2017_05_25_PTD_3.m,0.99,0.95,0.32,10,50,100,0.84,0.84,0.31,Easy,1.644853627,2.326347874,-0.467698799,2.794046673,2.112552426,-0.929324537
Babybell,Babybell_2017_05_25_PTD_4.m,0.94,0.95,0.44,10,50,145,0.83,0.8,0.24,Hard,1.644853627,1.554773595,-0.150969215,1.70574281,1.795822842,-0.70190219
Babybell,Babybell_2017_05_25_PTD_5.m,0.92,0.95,0.35,10,51,88,0.83,0.72,0.31,Easy,1.644853627,1.40507156,-0.385320466,1.790392027,2.030174093,-0.509875547
Babybell,Babybell_2017_05_26_PTD_4.m,0.86,0.93,0.33,14,72,134,0.82,0.8,0.35,Hard,1.475791028,1.080319341,-0.439913166,1.520232506,1.915704194,-0.320203088
Babybell,Babybell_2017_05_30_PTD_3.m,0.98,0.95,0.34,10,44,87,0.79,0.79,0.35,Hard,1.644853627,2.053748911,-0.412463129,2.46621204,2.057316756,-0.820642891
Babybell,Babybell_2017_06_05_PTD_1.m,0.98,0.95,0.35,10,53,111,0.88,0.84,0.22,Easy,1.644853627,2.053748911,-0.385320466,2.439069377,2.030174093,-0.834214222
Babybell,Babybell_2017_06_06_PTD_2.m,0.42,0.33,0.23,9,48,84,0.59,0.55,0.54,Easy,-0.439913166,-0.201893479,-0.738846849,0.53695337,0.298933684,0.470370164
Babybell,Babybell_2017_06_06_PTD_3.m,0.65,0.75,0.24,12,60,92,0.75,0.7,0.54,Hard,0.67448975,0.385320466,-0.706302563,1.091623029,1.380792313,0.160491048
Babybell,Babybell_2017_06_06_PTD_4.m,0.81,0.8,0.19,10,53,84,0.75,0.74,0.49,Easy,0.841621234,0.877896295,-0.877896295,1.75579259,1.719517529,-5.55112E-17
Babybell,Babybell_2017_06_07_PTD_1.m,0.9,0.9,0.56,10,49,231,0.77,0.77,0.17,Hard,1.281551566,1.281551566,0.150969215,1.13058235,1.13058235,-0.716260391
Babybell,Babybell_2017_06_07_PTD_2.m,0.93,0.92,0.37,12,58,115,0.79,0.83,0.22,Easy,1.40507156,1.475791028,-0.331853346,1.807644375,1.736924907,-0.571968841
Babybell,Babybell_2017_06_08_PTD_1.m,0.98,0.95,0.46,11,51,168,0.84,0.83,0.22,Hard,1.644853627,2.053748911,-0.100433721,2.154182631,1.745287347,-0.976657595
Babybell,Babybell_2017_06_08_PTD_3.m,0.71,0.67,0.35,9,52,121,0.62,0.65,0.39,Easy,0.439913166,0.55338472,-0.385320466,0.938705186,0.825233632,-0.084032127
Babybell,Babybell_2017_06_21_PTD_2.m,0.85,0.93,0.24,7,33,42,0.89,0.82,0.38,A Pure Tone,1.475791028,1.036433389,-0.706302563,1.742735952,2.182093591,-0.165065413
Babybell,Babybell_2017_06_26_PTD_1.m,0.85,0.92,0.46,12,55,180,0.77,0.74,0.19,Easy,1.40507156,1.036433389,-0.100433721,1.13686711,1.505505281,-0.467999834
Babybell,Babybell_2017_06_26_PTD_3.m,0.96,0.93,0.37,14,68,163,0.86,0.84,0.34,Hard,1.475791028,1.750686071,-0.331853346,2.082539418,1.807644375,-0.709416362
Babybell,Babybell_2017_06_26_PTD_4.m,0.73,0.69,0.25,13,64,87,0.63,0.67,0.48,A Pure Tone,0.495850347,0.612812991,-0.67448975,1.287302741,1.170340098,0.03083838
Babybell,Babybell_2017_06_26_PTD_6.m,0.78,0.8,0.24,15,76,132,0.76,0.77,0.61,A Pure Tone,0.841621234,0.772193214,-0.706302563,1.478495777,1.547923796,-0.032945326
Babybell,Babybell_2017_06_28_PTD_1.m,0.99,0.95,0.4,10,52,116,0.84,0.84,0.3,Easy,1.644853627,2.326347874,-0.253347103,2.579694977,1.89820073,-1.036500385
Babybell,Babybell_2017_06_28_PTD_3.m,0.93,0.96,0.31,12,58,119,0.92,0.85,0.26,Hard,1.750686071,1.475791028,-0.495850347,1.971641376,2.246536419,-0.48997034
Babybell,Babybell_2017_06_28_PTD_4.m,0.98,0.92,0.17,13,63,89,0.89,0.91,0.27,A Pure Tone,1.40507156,2.053748911,-0.954165253,3.007914164,2.359236813,-0.549791829
